lid,lat,lon,rfc,minor,moderate,major,code,date_produced
CANO2,34.255090,96.212768,ABRFC,0.253300,0.126700,0.050000,1,1/26/2023
CANO3,45.244167,122.687500,NWRFC,0.050000,-999.000000,0.050000,1,1/27/2023
CARF1,30.775556,85.827778,SERFC,0.439300,0.105700,0.050000,1,12/14/2022
CARG1,34.073333,83.003333,SERFC,0.252500,0.050000,0.050000,1,12/14/2022
CARM6,32.707222,89.526389,LMRFC,0.880000,0.150000,0.050000,2,1/24/2023
CARO2,35.168108,99.507313,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
CARV1,43.624167,73.311944,NERFC,0.050000,0.050000,0.050000,1,1/23/2023
CARV2,37.670833,78.086111,MARFC,0.270000,0.160000,0.050000,1,1/5/2023
CASU1,40.049678,111.547971,CBRFC,0.050000,0.050000,0.050000,1,1/27/2023
CASW1,46.274444,122.912500,NWRFC,0.050000,0.050000,0.050000,1,2/9/2016
CATA1,32.307222,86.299444,SERFC,0.110000,0.050000,0.050000,1,12/14/2022
CATK2,38.710348,84.310769,OHRFC,0.050000,0.050000,0.050000,1,7/9/2019
CAXM7,39.343250,93.485536,MBRFC,0.660000,0.440000,0.080000,2,1/24/2023
CBEM2,39.621944,78.773333,MARFC,0.130000,0.050000,0.050000,1,1/5/2023
CBNK1,37.128680,97.601569,ABRFC,0.131800,0.050000,0.050000,1,1/26/2023
CBUG1,32.472778,84.996667,SERFC,0.134200,0.050000,0.050000,1,12/14/2022
CBUM6,33.517500,88.489400,SERFC,0.131700,0.086000,0.050000,1,12/14/2022
CCKO2,35.085600,97.959700,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
CCMM8,48.578889,109.390556,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
CCRN6,41.756667,75.057778,MARFC,0.050000,0.050000,0.050000,1,1/5/2023
CCTM6,33.838611,89.315556,LMRFC,0.110000,0.070000,0.050000,1,1/24/2023
CCYI4,43.062200,92.673900,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
CDBK1,39.985000,100.559722,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
CDFP1,39.869722,75.593611,MARFC,0.230000,0.080000,0.050000,1,1/5/2023
CDLI2,40.064781,90.151816,NCRFC,0.390000,0.100000,0.050000,1,1/27/2023
CDNT2,35.935000,100.370278,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
CDRW3,43.323056,87.978333,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
CEAS1,33.875833,81.016111,SERFC,0.891700,0.550300,0.050000,3,12/14/2022
CEBI4,41.787222,91.313750,NCRFC,0.070000,0.050000,0.050000,1,1/27/2023
CEDI4,42.537568,92.443493,NCRFC,0.190000,0.050000,0.050000,1,1/27/2023
CEDP1,41.521667,77.447778,MARFC,0.050000,0.050000,0.050000,1,1/5/2023
CEDW3,43.280278,87.942500,NCRFC,0.120000,0.050000,0.050000,1,1/27/2023
CEMC1,38.714722,119.763889,CNRFC,0.050000,0.050000,0.050000,1,1/27/2023
CENV1,43.603611,73.013611,NERFC,0.320000,0.200000,0.100000,1,1/23/2023
CENW1,46.711721,122.978476,NWRFC,0.100000,0.050000,0.050000,1,1/27/2023
CFVK1,37.061388,95.634722,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
CFXI4,41.681378,93.246594,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
CGGC2,40.480805,107.614234,CBRFC,0.050000,0.050000,0.050000,1,1/27/2023
CGMW1,46.775934,123.035692,NWRFC,0.300000,0.120000,0.050000,1,1/27/2023
CGSL1,30.556667,90.146111,LMRFC,0.170000,0.060000,0.050000,1,1/24/2023
CHAG1,33.816944,84.480000,SERFC,0.060100,0.050000,0.050000,1,12/14/2022
CHAS1,34.174444,81.864167,SERFC,0.050000,0.050000,0.050000,1,12/14/2022
CHBI2,41.008889,87.823333,NCRFC,0.130000,0.070000,0.050000,1,1/27/2023
CHEN6,42.086389,76.801389,MARFC,0.320000,0.090000,0.050000,1,1/5/2023
CHES1,34.708333,79.875000,SERFC,0.264700,0.081700,0.050000,1,12/14/2022
CHFA2,64.845833,147.701111,APRFC,0.050000,0.050000,0.050000,1,3/1/2020
CHGA1,33.415556,86.739722,SERFC,0.374100,0.069000,0.050000,1,12/14/2022
CHIN7,34.828889,77.832222,SERFC,0.095300,0.050000,0.050000,1,12/14/2022
CHKI4,42.744722,95.549444,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
CHKT1,35.013611,85.210556,LMRFC,0.680000,0.150000,0.060000,2,1/24/2023
CHLA1,33.291667,86.363889,SERFC,0.158400,0.050000,0.050000,1,12/14/2022
CHLA2,64.886111,147.247222,APRFC,0.083900,0.071900,0.050000,1,7/1/2022
CHLT2,34.569167,100.193611,ABRFC,0.069400,0.050000,0.050000,1,1/26/2023
CHPK1,39.031111,97.040000,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
CHRA2,61.205278,149.895278,APRFC,0.050000,0.050000,0.050000,1,1/1/2023
CHRG1,31.957778,82.517222,SERFC,0.851300,0.050000,0.050000,2,12/14/2022
CHRN6,43.100556,77.882222,NERFC,0.060000,0.050000,0.050000,1,1/23/2023
CHSA1,34.822778,86.483056,LMRFC,0.430000,0.050000,0.050000,1,1/24/2023
CHSI2,37.900742,89.830211,NCRFC,0.290000,0.050000,0.050000,1,1/27/2023
CHTI4,40.951890,93.259848,MBRFC,0.060000,0.050000,0.050000,1,1/24/2023
CHTM7,37.188610,94.325830,ABRFC,0.180500,0.065300,0.050000,1,1/26/2023
CHYO2,35.626437,99.668439,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
CHZM7,39.755833,93.558611,MBRFC,0.500000,0.410000,0.200000,1,1/24/2023
CIDI4,41.971944,91.666944,NCRFC,0.060000,0.050000,0.050000,1,1/27/2023
CINN6,42.541111,75.899444,MARFC,0.050000,0.050000,0.050000,1,1/5/2023
CIRI2,37.000000,89.162500,LMRFC,0.750000,0.310000,0.120000,2,1/24/2023
CIVU1,40.920503,111.401586,CBRFC,0.050000,0.050000,0.050000,1,1/27/2023
CJTI4,41.278333,91.345833,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
CKFN6,41.946389,74.980000,MARFC,0.140000,0.050000,0.050000,1,1/5/2023
CKLA1,32.945000,87.139167,SERFC,0.366000,0.050000,0.050000,1,12/14/2022
CKLN6,42.035278,75.803333,MARFC,0.570000,0.170000,0.050000,2,1/5/2023
CKTA2,59.415000,135.933056,APRFC,0.050000,0.050000,0.050000,1,3/1/2020
CKYM6,32.326100,88.909200,LMRFC,0.190000,0.050000,0.050000,1,1/24/2023
CLBA1,31.613333,87.550556,SERFC,0.016000,0.050000,0.050000,1,6/22/2015
CLBM8,48.123333,104.473333,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
CLBN1,41.525876,97.281728,MBRFC,0.060000,0.050000,0.050000,1,1/24/2023
CLDA1,31.758333,88.129167,SERFC,0.899200,0.169500,0.050000,2,12/14/2022
CLDA4,34.685556,91.315278,LMRFC,0.580000,0.100000,0.050000,2,1/24/2023
CLDI1,47.274722,116.188056,NWRFC,0.050000,0.050000,0.050000,1,1/27/2023
CLDK1,39.591111,97.390833,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
CLDM4,42.811143,85.483352,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
CLIO2,35.530883,98.967030,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
CLIW3,42.597400,88.828900,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
CLKM7,39.373333,90.904722,NCRFC,0.310000,0.050000,0.050000,1,1/27/2023
CLMI2,40.330278,90.896111,NCRFC,0.390000,0.230000,0.100000,1,1/27/2023
CLMM3,42.626000,72.854194,NERFC,0.050000,0.050000,0.050000,1,1/23/2023
CLMM6,31.237778,89.846944,LMRFC,0.800000,0.170000,0.050000,2,1/24/2023
CLPV2,38.350278,77.975278,MARFC,0.130000,0.050000,0.050000,1,1/5/2023
CLRA4,36.116111,92.143056,LMRFC,0.100000,0.050000,0.050000,1,1/24/2023
CLRO2,36.307500,95.699722,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
CLSM6,31.706900,89.406900,LMRFC,0.230000,0.060000,0.050000,1,1/24/2023
CLTA2,62.558611,150.233889,APRFC,0.050000,0.050000,-999.000000,1,3/1/2020
CLUG1,32.721389,84.232500,SERFC,0.279000,0.067900,0.050000,1,12/14/2022
CLUM6,33.514200,88.395300,SERFC,0.330000,0.078900,0.050000,1,12/14/2022
CLVO2,34.977867,96.243617,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
CLVV2,36.944722,82.155000,LMRFC,0.050000,0.050000,0.050000,1,1/24/2023
CLXM5,47.611944,96.814444,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
CLYG1,32.528556,81.268333,SERFC,0.880000,0.073500,0.050000,2,12/14/2022
CLYN7,35.647222,78.406111,SERFC,0.678800,0.286400,0.135900,2,12/14/2022
CMBS2,45.603611,98.310000,MBRFC,0.460000,0.370000,0.210000,1,1/24/2023
CMDS1,34.244444,80.654167,SERFC,0.071600,0.050000,0.050000,1,12/14/2022
CMGN6,42.002222,76.635000,MARFC,0.350000,0.050000,0.050000,1,1/5/2023
CMMI4,41.780556,90.251944,NCRFC,0.100000,0.070000,0.050000,1,1/27/2023
CMMN5,36.519722,104.978611,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
CMOI2,41.772222,89.745550,NCRFC,0.080000,0.050000,0.050000,1,1/27/2023
CMSM4,42.285597,85.513893,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
CMSM7,38.680861,91.773222,MBRFC,0.500000,0.050000,0.050000,1,1/24/2023
CMSN2,40.992222,117.316667,CNRFC,0.410000,0.150000,0.050000,1,1/27/2023
CMTL1,30.512500,91.073611,LMRFC,0.560000,0.280000,0.050000,2,1/24/2023
CMZM7,37.869720,93.803060,MBRFC,0.330000,0.150000,0.060000,1,1/24/2023
CNCC2,38.433887,105.257213,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
CNEI4,41.409167,91.290278,NCRFC,0.260000,0.060000,0.050000,1,1/27/2023
CNGI2,40.623648,89.241752,NCRFC,0.120000,0.070000,0.050000,1,1/27/2023
CNKK1,39.588611,97.658056,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
CNNG1,34.240000,84.494722,SERFC,0.108400,0.050000,0.050000,1,12/14/2022
CNOG1,32.184361,81.889222,SERFC,0.479400,0.050000,0.050000,1,12/14/2022
CNON6,42.218056,75.848611,MARFC,0.300000,0.050000,0.050000,1,1/5/2023
CNUK1,37.730277,95.440550,ABRFC,0.094700,0.050000,0.050000,1,1/26/2023
CNVT1,35.784167,87.460000,LMRFC,0.630000,0.490000,0.050000,2,1/24/2023
CNWN3,43.990833,71.090556,NERFC,0.100000,0.050000,0.050000,1,1/23/2023
CNWS1,33.832778,79.044167,SERFC,0.348000,0.121400,0.050000,1,1/5/2018
COCF1,28.369444,80.872778,SERFC,0.050000,0.050000,0.050000,1,12/14/2022
COCO3,45.379287,122.577313,NWRFC,0.050000,-999.000000,0.050000,1,1/27/2023
COGL1,32.092800,91.592500,LMRFC,0.250000,0.110000,0.060000,1,1/24/2023
COHN6,42.785278,73.708056,NERFC,0.060000,0.050000,0.050000,1,1/23/2023
COLI2,41.286194,88.359861,NCRFC,0.080000,0.050000,0.050000,1,1/27/2023
COLL1,32.166800,92.112600,LMRFC,0.160100,0.083800,0.050000,1,2/3/2016
COLS1,33.993056,81.050000,SERFC,0.131300,0.050000,0.050000,1,12/14/2022
COLT1,35.618056,87.032500,LMRFC,0.560000,0.140000,0.100000,2,1/24/2023
COMO2,36.928611,94.957222,ABRFC,0.242200,0.171800,0.050000,1,1/26/2023
CONF1,30.668889,84.305278,SERFC,0.586400,0.207700,0.050000,2,12/14/2022
COOA2,60.492778,149.807778,APRFC,0.050000,0.050000,0.050000,1,1/1/2023
COOK1,38.027500,102.011389,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
COOV2,38.636944,78.853056,MARFC,0.050000,0.050000,0.050000,1,1/5/2023
COPT2,33.356389,95.594722,LMRFC,0.630000,0.220000,0.050000,2,1/24/2023
CORM8,45.111944,110.793611,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
COSS2,43.616389,96.565000,MBRFC,0.070000,0.050000,0.050000,1,1/24/2023
COWK1,37.701690,97.480550,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
CPEI3,41.481813,85.475192,NCRFC,0.410000,0.110000,0.050000,1,1/27/2023
CPFN7,34.404444,78.293611,SERFC,0.050000,0.050000,0.050000,1,12/14/2022
CPGM7,37.301944,89.518056,LMRFC,0.310000,0.070000,0.050000,1,1/24/2023
CPHP1,40.224722,76.898333,MARFC,0.200000,0.070000,0.050000,1,1/5/2023
CPHT1,34.991389,84.376667,LMRFC,0.050000,-999.000000,-999.000000,1,12/1/2015
CPNN6,42.918056,77.233056,NERFC,0.050000,0.050000,0.050000,1,7/26/2022
CPPT2,33.474722,95.587500,LMRFC,0.050000,0.050000,0.050000,1,1/24/2023
CPRW4,42.853620,106.331420,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
CRAR1,41.750934,71.445058,NERFC,0.490000,0.260000,0.050000,1,1/23/2023
CREC1,41.791667,124.075000,CNRFC,0.050000,0.050000,0.050000,1,1/27/2023
CREM6,30.571389,89.594722,LMRFC,0.580000,0.180000,0.080000,2,1/24/2023
CRGA4,36.401944,90.541389,LMRFC,0.060000,0.050000,0.050000,1,1/24/2023
CRHA2,64.860000,146.803333,APRFC,0.050000,-999.000000,-999.000000,1,3/1/2020
CRKM5,47.775556,96.609167,NCRFC,0.060000,0.050000,0.050000,1,1/27/2023
CRLI2,38.617777,89.353669,NCRFC,0.220000,0.050000,0.050000,1,3/25/2022
CRMF1,28.592500,82.222222,SERFC,0.050000,0.050000,0.050000,1,12/14/2022
CRNA2,63.006389,141.806944,APRFC,0.050000,-999.000000,-999.000000,1,3/1/2020
CRNN6,42.146389,77.057778,MARFC,0.050000,0.050000,0.050000,1,1/5/2023
CRNW1,47.666111,121.924167,NWRFC,0.360000,0.270000,0.070000,1,1/27/2023
CROM4,43.434746,85.665324,NCRFC,0.080000,0.050000,0.050000,1,1/27/2023
CROW4,43.241820,109.009890,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
CRPW1,46.939264,123.314319,NWRFC,0.310000,0.050000,0.050000,1,1/27/2023
CRRI4,42.482222,95.792500,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
CRSA2,65.190556,147.254167,APRFC,0.050000,0.050000,0.050000,1,3/1/2020
CRTM7,36.194722,89.653611,LMRFC,0.540000,0.080000,0.050000,2,1/24/2023
CRTN1,40.596500,96.960720,MBRFC,0.060000,0.050000,0.050000,1,1/24/2023
CRTN6,42.602778,76.159722,MARFC,0.590000,0.090000,0.050000,2,1/5/2023
CRUA2,69.360556,152.121667,APRFC,0.050000,-999.000000,-999.000000,1,3/1/2020
CRVF1,30.697222,86.570833,SERFC,0.532000,0.125300,0.050000,2,12/14/2022
CRYM4,46.105833,88.334722,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
CSHL1,32.012778,93.353056,LMRFC,0.060000,0.050000,0.050000,1,1/24/2023
CSRA2,61.148889,149.729444,APRFC,0.050000,0.050000,0.050000,1,3/1/2020
CSSC2,39.568056,106.411944,CBRFC,0.050000,0.050000,0.050000,1,3/11/2015
CSSM4,43.584167,83.176111,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
CSWS2,44.731667,97.044444,MBRFC,0.230000,0.110000,0.050000,1,1/24/2023
CTAW1,46.730663,122.953704,NWRFC,0.050000,0.050000,0.050000,1,1/27/2023
CTLI1,47.555000,116.324444,NWRFC,0.090000,0.050000,0.050000,1,1/27/2023
CTPN7,35.521944,82.848050,LMRFC,0.050000,0.050000,0.050000,1,3/7/2018
CTVG1,34.142778,84.839167,SERFC,0.050000,0.050000,0.050000,1,12/14/2022
CTWK1,38.375500,96.541940,ABRFC,0.082600,0.050000,0.050000,1,1/26/2023
CTYF1,30.965000,87.234167,SERFC,0.666700,0.050000,0.050000,2,12/14/2022
CULN1,40.234722,100.877778,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
CUSL1,30.494444,90.169444,LMRFC,0.580000,0.060000,0.050000,2,1/24/2023
CVEL1,30.476389,90.089444,LMRFC,0.520000,0.060000,0.050000,2,1/24/2023
CVGV2,37.788611,80.000833,MARFC,0.170000,0.050000,0.050000,1,1/5/2023
CVLO2,36.394722,95.810000,ABRFC,0.143600,0.056200,0.050000,1,1/26/2023
CWCM2,39.669722,78.788056,MARFC,0.050000,0.050000,0.050000,1,1/5/2023
CWYO2,36.104167,94.783056,ABRFC,0.411200,0.230300,0.050000,1,1/26/2023
CYCK1,39.355556,97.127222,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
CYNL1,31.724600,91.544300,LMRFC,0.100000,0.060000,0.050000,1,1/24/2023
CZRN6,45.000000,73.501389,NERFC,0.050000,0.050000,0.050000,1,1/23/2023
DAKI4,42.723582,94.193489,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
DANA4,35.058611,93.395555,ABRFC,0.401400,0.162600,0.050000,1,1/26/2023
DANP1,40.958056,76.619444,MARFC,0.340000,0.090000,0.050000,1,1/5/2023
DANW3,46.076111,92.246667,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
DARA4,35.226111,93.149444,ABRFC,0.054600,0.050000,0.050000,1,1/26/2023
DARL1,30.888889,90.844444,LMRFC,0.050000,0.050000,0.050000,1,1/24/2023
DARM8,45.972050,114.141000,NWRFC,0.050000,-999.000000,-999.000000,1,1/27/2023
DARN1,40.776900,99.847900,MBRFC,0.210000,0.050000,0.050000,1,1/24/2023
DARW3,42.677778,90.118611,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
DAVI3,41.389722,86.706111,NCRFC,0.160000,0.050000,0.050000,1,1/27/2023
DAVM4,43.033611,83.581389,NCRFC,0.080000,0.050000,0.050000,1,1/27/2023
DAVN3,43.250800,71.732700,NERFC,0.110000,0.050000,0.050000,1,1/23/2023
DAWM2,39.128056,77.335833,MARFC,0.290000,0.050000,0.050000,1,1/5/2023
DAWM5,44.929400,96.051700,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
DAWN5,36.681111,104.786389,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
DAYI2,41.384444,88.789167,NCRFC,0.200000,0.080000,0.050000,1,1/27/2023
DBNG1,32.544444,82.894722,SERFC,0.469300,0.088500,0.050000,1,12/14/2022
DBQI4,42.499444,90.653056,NCRFC,0.170000,0.120000,0.050000,1,1/27/2023
DBRI3,41.220000,86.968333,NCRFC,0.160000,0.050000,0.050000,1,1/27/2023
DBRM8,47.199025,112.095906,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
DCHI4,43.421100,91.508800,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
DCKC2,38.177768,107.758393,CBRFC,0.050000,-999.000000,-999.000000,1,1/27/2023
DCTG1,31.654444,81.828056,SERFC,0.562000,0.050000,0.050000,2,12/14/2022
DCTN1,42.007928,96.242898,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
DDCK1,37.744444,100.032778,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
DDGW3,44.131800,91.553000,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
DDMN6,43.278611,75.426667,NERFC,0.067000,0.050000,0.050000,1,5/5/2015
DEEO3,43.217894,123.288680,NWRFC,0.200000,0.050000,0.050000,1,1/27/2023
DEHI4,43.304900,91.795400,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
DEKI2,41.931111,88.759722,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
DEKT2,33.683889,94.694167,ABRFC,0.100900,0.050000,0.050000,1,1/26/2023
DELK1,39.238333,95.888333,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
DELM5,45.041944,93.789722,NCRFC,0.080000,0.050000,0.050000,1,1/27/2023
DEMI4,41.582360,93.641811,NCRFC,0.090000,0.050000,0.050000,1,1/27/2023
DENL1,30.463889,90.990278,LMRFC,0.490000,0.050000,0.050000,1,1/24/2023
DERS2,43.790556,96.745278,MBRFC,0.130000,0.070000,0.050000,1,1/24/2023
DESI4,41.577767,93.605495,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
DESN8,48.370556,101.569722,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
DETM4,42.372222,83.255556,NCRFC,0.210000,0.050000,0.050000,1,1/27/2023
DEWI4,41.766944,90.534722,NCRFC,0.390000,0.320000,0.130000,1,1/27/2023
DEWN1,40.367180,96.889600,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
DEXM4,42.300000,83.898611,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
DGGI1,43.781369,111.209069,NWRFC,0.050000,0.050000,0.050000,1,1/27/2023
DIBM6,30.476111,88.893611,LMRFC,0.390000,0.050000,0.050000,1,1/24/2023
DICM1,47.113056,69.088056,NERFC,0.050000,0.050000,0.050000,1,1/23/2023
DILM5,46.961111,96.661111,NCRFC,0.400000,0.050000,0.050000,1,1/27/2023
DKKC2,40.433600,105.345800,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
DLAF1,29.008056,81.382778,SERFC,0.050000,0.050000,0.050000,1,12/14/2022
DLAM6,31.977770,89.897500,LMRFC,0.540000,0.100000,0.050000,2,1/24/2023
DLDA1,32.520833,87.880000,SERFC,0.710900,0.343500,0.050000,2,12/14/2022
DLDI4,42.538611,90.646389,NCRFC,0.120000,0.110000,0.050000,1,1/27/2023
DLGM8,46.397778,112.741944,NWRFC,0.050000,-999.000000,-999.000000,1,1/27/2023
DLRM4,42.308333,83.252778,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
DLTN3,44.410059,71.720600,NERFC,0.050000,0.050000,0.050000,1,1/23/2023
DMDM4,42.645000,84.650000,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
DMOI4,41.612291,93.619945,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
DMRM8,48.402778,108.293889,MBRFC,0.080000,0.050000,0.050000,1,1/24/2023
DMWI4,41.561899,93.703274,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
DNCN1,41.368164,97.494811,MBRFC,0.060000,0.050000,0.050000,1,1/24/2023
DNDM4,41.956111,83.658611,NCRFC,0.110000,0.070000,0.050000,1,1/27/2023
DNLF1,29.045833,82.464722,SERFC,0.063500,0.050000,0.050000,1,12/14/2022
DNSM3,42.667589,71.575068,NERFC,0.260000,0.050000,0.050000,1,1/23/2023
DNVC2,39.759400,105.003900,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
DNZM7,36.621944,90.847500,LMRFC,0.050000,0.050000,0.050000,1,1/24/2023
DONL1,30.102778,90.959167,LMRFC,0.367000,0.183000,0.033000,1,2/19/2014
DONO3,42.791111,118.866667,NWRFC,0.050000,0.050000,0.050000,1,1/27/2023
DOTW1,46.617324,123.277644,NWRFC,0.050000,0.050000,0.050000,1,1/27/2023
DOUF1,30.244722,83.249722,SERFC,0.050000,0.050000,0.050000,1,12/14/2022
DOVM1,45.175000,69.314722,NERFC,0.050000,0.050000,0.050000,1,1/23/2023
DOVM3,42.256209,71.260056,NERFC,0.240000,0.050000,0.050000,1,1/23/2023
DOVO2,35.951708,97.914499,ABRFC,0.075400,0.050000,0.050000,1,1/26/2023
DRBC2,39.828300,104.958900,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
DRBK1,37.544306,97.275569,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
DRCM7,38.803042,90.628483,NCRFC,0.150000,0.080000,0.050000,1,1/27/2023
DRGC2,37.279169,107.880345,CBRFC,0.050000,0.050000,0.050000,1,1/27/2023
DRGN1,40.730800,97.177922,MBRFC,0.060000,0.050000,0.050000,1,1/24/2023
DRMM8,46.711910,113.331000,NWRFC,0.050000,0.050000,0.050000,1,1/27/2023
DRRC2,37.638884,108.060352,CBRFC,0.050000,0.050000,0.050000,1,1/27/2023
DRSW1,48.014444,123.131389,NWRFC,0.050000,0.050000,0.050000,1,1/27/2023
DRTN8,48.572222,97.147222,NCRFC,0.130000,0.050000,0.050000,1,1/27/2023
DSCA4,34.976667,91.492500,LMRFC,0.380000,0.180000,0.060000,1,1/24/2023
DSNG1,31.764444,84.253333,SERFC,0.523600,0.089300,0.050000,2,12/14/2022
DSOK1,38.983333,94.964444,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
DSPI2,42.087222,87.887222,NCRFC,0.120000,0.050000,0.050000,1,1/27/2023
DSRW1,46.852222,122.667500,NWRFC,0.050000,0.050000,0.050000,1,1/27/2023
DTTM8,47.930325,111.552942,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
DUBW4,43.578430,109.759450,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
DURO2,34.233427,96.975845,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
DURW3,44.630900,91.971300,NCRFC,0.420000,0.150000,0.090000,1,1/27/2023
DVLV2,36.562500,79.370000,SERFC,0.226800,0.089100,0.050000,1,12/14/2022
DVSI4,40.640280,93.808280,MBRFC,0.160000,0.050000,0.050000,1,1/24/2023
DVSS2,43.237222,96.983333,MBRFC,0.230000,0.200000,0.070000,1,1/24/2023
DWEN1,40.332500,98.066944,MBRFC,0.080000,0.050000,0.050000,1,1/24/2023
DWSG1,34.358056,84.113333,SERFC,0.050000,0.050000,0.050000,1,12/14/2022
DXRI2,41.844167,89.485833,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
DYET1,36.029722,89.386944,LMRFC,0.110000,0.050000,0.050000,1,1/24/2023
EADM7,38.628889,90.179722,NCRFC,0.060000,0.050000,0.050000,1,1/27/2023
EAGM4,42.828090,84.759434,NCRFC,0.170000,0.050000,0.050000,1,1/27/2023
EAGN6,42.938611,73.376944,NERFC,0.150000,0.060000,0.050000,1,1/23/2023
EASI1,48.999167,116.179722,NWRFC,0.050000,0.050000,0.050000,1,1/27/2023
EBKV1,44.960000,72.696944,NERFC,0.050000,0.050000,0.050000,1,1/23/2023
EBZN6,42.829722,78.775278,NERFC,0.120000,0.050000,0.050000,1,1/23/2023
ECAU1,40.759670,111.564091,CBRFC,0.050000,0.050000,0.050000,1,1/27/2023
ECDO3,43.640833,123.298333,NWRFC,0.050000,0.050000,0.050000,1,1/27/2023
ECLW3,44.809700,91.502900,NCRFC,0.200000,0.110000,0.050000,1,1/27/2023
ECOF1,30.170556,83.823889,SERFC,0.050000,0.050000,-999.000000,1,12/14/2022
ECPU1,40.723838,111.519644,CBRFC,0.050000,0.050000,0.050000,1,1/27/2023
ECRW4,41.303333,106.714720,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
EDDM1,44.826667,68.696667,NERFC,0.050000,0.050000,0.050000,1,1/23/2023
EDEG1,32.190111,81.415861,SERFC,0.607500,0.117500,0.050000,2,12/14/2022
EDEK1,37.816900,96.839400,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
EDGM8,45.465631,108.844106,MBRFC,0.050000,0.050000,0.050000,1,1/24/2023
EDWK1,37.826660,96.849160,ABRFC,0.050000,0.050000,0.050000,1,1/26/2023
EDYI4,41.151024,92.635977,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
EFDN7,36.150833,77.693056,SERFC,0.246400,0.050000,0.050000,1,12/14/2022
EFFS1,34.051389,79.754167,SERFC,0.172600,0.050000,0.050000,1,12/14/2022
EFWI4,41.988039,94.376913,NCRFC,0.050000,0.050000,0.050000,1,1/27/2023
